scene_id,im_id,obj_id,score,R,t,time
1,11,8,1.0,"-0.6628403067588806, -0.6829926371574402, 0.30686140060424805, -0.22681815922260284, -0.20741575956344604, -0.9515946507453918, 0.7135798931121826, -0.7003569602966309, -0.017431603744626045","-96.03694826364517, -127.7410238981247, 582.2329521179199",-1
1,12,1,1.0,"0.9352430105209351, 0.32879409193992615, -0.1312052309513092, -0.22946307063102722, 0.8452673554420471, 0.48256585001945496, 0.2695683240890503, -0.4212096333503723, 0.8659766316413879","-48.900190740823746, -98.54406863451004, 392.02767610549927",-1
1,12,3,1.0,"0.7104638814926147, -0.29277294874191284, -0.6399414539337158, -0.2729644477367401, 0.7235115170478821, -0.6340517401695251, 0.648638129234314, 0.6251521706581116, 0.43411222100257874","-241.24786257743835, -151.73426270484924, 612.579882144928",-1
1,12,6,1.0,"-0.9802495241165161, -0.19530557096004486, -0.031096065416932106, -0.0764663815498352, 0.5193084478378296, -0.8511590361595154, 0.18238453567028046, -0.83197021484375, -0.5239859819412231","-263.17450404167175, -136.00696623325348, 457.37093687057495",-1
1,12,8,1.0,"-0.7290756702423096, -0.6368929147720337, 0.25063154101371765, -0.20244580507278442, -0.14913156628608704, -0.9678716659545898, 0.6538076400756836, -0.7563909292221069, -0.02020810730755329","-96.04918956756592, -127.09926068782806, 583.3632349967957",-1
1,34,1,1.0,"-0.979368269443512, -0.18225140869617462, -0.08730617165565491, -0.021746603772044182, 0.5245688557624817, -0.8510904908180237, 0.20091049373149872, -0.8316323757171631, -0.5177093744277954","-227.52296924591064, -126.34685635566711, 465.699166059494",-1
1,34,3,1.0,"0.7295324802398682, -0.29509666562080383, -0.6170092821121216, -0.25710874795913696, 0.7176356911659241, -0.6472204327583313, 0.6337804198265076, 0.6308067440986633, 0.4476665258407593","-196.02596759796143, -137.48832046985626, 606.1995625495911",-1
1,34,6,1.0,"0.9441972970962524, 0.3069591224193573, -0.11944769322872162, -0.21126210689544678, 0.8426007628440857, 0.49537089467048645, 0.25270533561706543, -0.44249311089515686, 0.8604300618171692","-7.690586615353823, -85.81499010324478, 385.82125306129456",-1
1,34,8,1.0,"-0.41240203380584717, -0.8651558756828308, 0.2853589951992035, -0.22549374401569366, -0.20654737949371338, -0.9520980715751648, 0.8826534748077393, -0.4569939076900482, -0.10990665853023529","-39.41350057721138, -99.71272945404053, 537.2236371040344",-1
1,37,1,1.0,"0.7232596278190613, -0.2990669012069702, -0.6224585175514221, -0.26041075587272644, 0.7167057394981384, -0.6469307541847229, 0.6395950317382812, 0.6299937963485718, 0.44048407673835754","-192.55302846431732, -140.62345027923584, 605.4210662841797",-1
1,37,3,1.0,"0.9380643367767334, 0.3198838531970978, -0.13307717442512512, -0.2180827558040619, 0.8436393141746521, 0.49062445759773254, 0.2692119777202606, -0.4312154948711395, 0.8611491918563843","-3.589263651520014, -87.03754842281342, 383.2836151123047",-1
1,37,6,1.0,"-0.9823881387710571, -0.18066540360450745, -0.047680001705884933, -0.03137876093387604, 0.41106751561164856, -0.9110645651817322, 0.1841975599527359, -0.8935230374336243, -0.4094969928264618","-224.99634325504303, -128.61783802509308, 468.81765127182007",-1
1,37,8,1.0,"-0.5709036588668823, -0.7657260298728943, 0.2961970269680023, -0.2697076201438904, -0.16583241522312164, -0.9485554099082947, 0.7754526138305664, -0.6214203834533691, -0.11184780299663544","-42.757272720336914, -106.27014935016632, 550.7119297981262",-1
1,38,1,1.0,"0.7256713509559631, -0.3008021116256714, -0.6188048124313354, -0.257919043302536, 0.7148651480674744, -0.6499583125114441, 0.637870728969574, 0.6312576532363892, 0.4411745071411133","-190.78947603702545, -141.07643067836761, 604.717493057251",-1
1,38,3,1.0,"0.9472437500953674, 0.2992321848869324, -0.11484459042549133, -0.20836976170539856, 0.847185492515564, 0.48873186111450195, 0.2435390055179596, -0.4390181303024292, 0.8648421168327332","-1.8896048422902822, -87.51504123210907, 383.930504322052",-1
1,38,6,1.0,"-0.9711222052574158, -0.20680847764015198, -0.1189613789319992, -0.01165253296494484, 0.5391361117362976, -0.8421379923820496, 0.23829765617847443, -0.816432774066925, -0.5259768962860107","-218.4406965970993, -125.91934204101562, 456.79232478141785",-1
1,38,8,1.0,"-0.5363112092018127, -0.7855492830276489, 0.3086789846420288, -0.2839875817298889, -0.1764492392539978, -0.9424524903297424, 0.7948090434074402, -0.5931088328361511, -0.1284545361995697","-41.27572849392891, -107.0711612701416, 550.6375432014465",-1
1,40,1,1.0,"0.7273151874542236, -0.3004288077354431, -0.6170536279678345, -0.26068562269210815, 0.7107778191566467, -0.6533284783363342, 0.6348666548728943, 0.63603276014328, 0.4386419951915741","-187.73597478866577, -143.5246765613556, 603.9019823074341",-1
1,40,3,1.0,"0.9436547756195068, 0.30516842007637024, -0.1280149519443512, -0.20651587843894958, 0.8453044295310974, 0.49275898933410645, 0.2585861384868622, -0.43855732679367065, 0.8606977462768555","1.2024749303236604, -88.92665058374405, 383.37022066116333",-1
1,40,6,1.0,"-0.9804590344429016, -0.19129034876823425, -0.04591502249240875, -0.03487570583820343, 0.3987194299697876, -0.9164094924926758, 0.19360749423503876, -0.8969007134437561, -0.39759939908981323","-220.7305133342743, -131.30389153957367, 467.9492712020874",-1
1,40,8,1.0,"-0.5193580389022827, -0.8014177083969116, 0.2966425120830536, -0.2808753252029419, -0.16775661706924438, -0.9449689984321594, 0.8070787787437439, -0.5740968585014343, -0.13797274231910706","-37.277668714523315, -108.19262266159058, 548.178493976593",-1
1,42,1,1.0,"0.7268698811531067, -0.30142754316329956, -0.6170913577079773, -0.258959025144577, 0.7119176387786865, -0.6527737975120544, 0.6360821723937988, 0.6342829465866089, 0.43941405415534973","-184.14460122585297, -143.50973069667816, 605.4588556289673",-1
1,42,3,1.0,"-0.9698264002799988, -0.21438437700271606, -0.11608673632144928, -0.0077733490616083145, 0.5031121373176575, -0.8641863465309143, 0.24367263913154602, -0.8372082710266113, -0.4895979166030884","-214.27515149116516, -129.51049208641052, 463.5104835033417",-1
1,42,6,1.0,"0.9431730508804321, 0.30653655529022217, -0.1282966434955597, -0.20769989490509033, 0.8451824188232422, 0.49247094988822937, 0.2593943774700165, -0.437838077545166, 0.8608208298683167","4.844669718295336, -88.23320269584656, 382.8084170818329",-1
1,42,8,1.0,"-0.49773895740509033, -0.8100770711898804, 0.3098893165588379, -0.24063295125961304, -0.21428751945495605, -0.9466662406921387, 0.8332778215408325, -0.5457621812820435, -0.08827193081378937","-30.693119391798973, -106.68114572763443, 546.1061000823975",-1
1,52,1,1.0,"-0.9777986407279968, -0.2055402398109436, -0.04078298434615135, -0.05086865276098251, 0.42162927985191345, -0.9053403735160828, 0.20327916741371155, -0.8831658959388733, -0.42272400856018066","-190.24509191513062, -129.13957238197327, 469.7875380516052",-1
1,52,3,1.0,"0.7300933003425598, -0.30083832144737244, -0.6135634779930115, -0.24862562119960785, 0.7193986773490906, -0.648576021194458, 0.6365132331848145, 0.6260687112808228, 0.4504320025444031","-155.3749442100525, -139.05391097068787, 605.8098077774048",-1
1,52,4,1.0,"0.9511661529541016, 0.28899094462394714, -0.10847655683755875, -0.20110830664634705, 0.8467720150947571, 0.492475688457489, 0.23417599499225616, -0.4466107189655304, 0.863539457321167","31.39675408601761, -84.0509906411171, 379.3284595012665",-1
1,52,6,1.0,"0.6281698346138, -0.727934718132019, 0.2747977375984192, -0.23528537154197693, -0.5143545866012573, -0.8246697187423706, 0.7416492700576782, 0.45337677001953125, -0.4943743944168091","33.932097256183624, -106.55838996171951, 556.606650352478",-1
1,52,8,1.0,"-0.982434093952179, 0.1782510131597519, -0.05522560328245163, 0.08087970316410065, 0.14002850651741028, -0.9868386387825012, -0.16817179322242737, -0.9739704728126526, -0.15198564529418945","-310.0222647190094, -118.75813454389572, 618.0403828620911",-1
1,81,1,1.0,"0.08294541388750076, -0.9904083013534546, 0.11050635576248169, 0.9611464142799377, 0.05020907521247864, -0.27143433690071106, 0.26328232884407043, 0.1287270188331604, 0.9560920000076294","-152.65095233917236, -88.76253664493561, 341.68699383735657",-1
1,81,2,1.0,"0.7607929110527039, -0.2820325493812561, -0.584510087966919, -0.2515569031238556, 0.7020800709724426, -0.6661853790283203, 0.5982587337493896, 0.6538665890693665, 0.4631901979446411","-72.10826128721237, -141.6458636522293, 600.0560522079468",-1
1,81,3,1.0,"-0.9746646285057068, -0.22123506665229797, -0.03292447328567505, -0.07672315835952759, 0.4689539968967438, -0.8798840045928955, 0.21010123193264008, -0.855065643787384, -0.4740466773509979","-111.98698729276657, -132.07025825977325, 464.4232988357544",-1
1,81,4,1.0,"-0.18372415006160736, -0.9267595410346985, 0.3276618719100952, -0.35166671872138977, -0.24930472671985626, -0.9023178815841675, 0.9179193377494812, -0.2810054123401642, -0.28010720014572144","79.16808873414993, -103.60289365053177, 534.3589186668396",-1
1,81,6,1.0,"0.5905857682228088, -0.5770905017852783, -0.5640700459480286, -0.04660859704017639, -0.7222199440002441, 0.6900913119316101, -0.8056277632713318, -0.38126760721206665, -0.45343017578125","119.95718628168106, -68.67241859436035, 391.64024591445923",-1
1,81,8,1.0,"-0.9798851013183594, 0.17004407942295074, 0.10445238649845123, -0.19246767461299896, -0.6669349670410156, -0.7198291420936584, -0.05273972824215889, -0.7254536151885986, 0.6862475872039795","-202.54427194595337, -134.73600149154663, 553.067147731781",-1
1,114,1,1.0,"0.04995273798704147, -0.9862657189369202, 0.1574316918849945, 0.9697766900062561, 0.010204385034739971, -0.2437804937362671, 0.23882585763931274, 0.1648510992527008, 0.9569671750068665","-69.6987733244896, -79.73646372556686, 354.97742891311646",-1
1,114,2,1.0,"0.7059122323989868, -0.6695523262023926, 0.23105737566947937, -0.1751551777124405, -0.48109814524650574, -0.8589909672737122, 0.6863006353378296, 0.5659012794494629, -0.4568886160850525","211.13459765911102, -91.67018532752991, 569.6214437484741",-1
1,114,3,1.0,"0.794727623462677, -0.268148273229599, -0.5445224046707153, -0.20587663352489471, 0.7248493432998657, -0.657425582408905, 0.5709840655326843, 0.6345786452293396, 0.520852267742157","28.007281944155693, -124.94920939207077, 613.1553649902344",-1
1,114,4,1.0,"-0.9539156556129456, -0.2967913746833801, -0.04426835849881172, -0.08729071170091629, 0.4155993163585663, -0.9053493142127991, 0.2870978116989136, -0.8597626686096191, -0.4223538935184479","-19.778866320848465, -119.55960839986801, 476.8197238445282",-1
1,114,5,1.0,"-0.8215360045433044, 0.367092102766037, 0.43625926971435547, -0.5226824283599854, -0.7905762791633606, -0.31904900074005127, 0.22777581214904785, -0.4901352524757385, 0.8413593769073486","-261.2808644771576, -134.1429352760315, 532.4550867080688",-1
1,114,6,1.0,"0.9669957756996155, 0.24767231941223145, -0.059813544154167175, -0.18531829118728638, 0.8447793126106262, 0.5020011067390442, 0.17486104369163513, -0.4743484556674957, 0.8627961277961731","191.40562415122986, -69.17250901460648, 373.8016188144684",-1
1,114,8,1.0,"-0.9979068040847778, -0.06066243723034859, 0.022403918206691742, 0.022717870771884918, -0.6532236337661743, -0.7568240761756897, 0.06054557114839554, -0.7547309398651123, 0.653234601020813","-145.26492357254028, -135.95828413963318, 613.4662628173828",-1
1,141,1,1.0,"0.040088947862386703, -0.9816396832466125, 0.1864849328994751, 0.9618402123451233, -0.012643012218177319, -0.27331992983818054, 0.27065935730934143, 0.1903257966041565, 0.9436735510826111","0.3599635965656489, -80.94651252031326, 350.6474196910858",-1
1,141,2,1.0,"-0.9522714018821716, -0.3021310567855835, -0.0435439795255661, -0.08870492875576019, 0.4103884994983673, -0.9075863361358643, 0.2920799255371094, -0.8604059815406799, -0.41760167479515076","52.689630538225174, -119.64216083288193, 473.1524884700775",-1
1,141,3,1.0,"0.6997976899147034, -0.6518878936767578, 0.2921049892902374, -0.09907791018486023, -0.4935379922389984, -0.8640623092651367, 0.707436740398407, 0.5757277607917786, -0.4099644720554352","287.94777393341064, -87.09695935249329, 569.4735050201416",-1
1,141,4,1.0,"-0.8059863448143005, 0.35287022590637207, 0.4752562940120697, -0.5301257371902466, -0.7875047326087952, -0.31432968378067017, 0.2633489668369293, -0.5052910447120667, 0.8217836022377014","-187.51060962677002, -136.0170990228653, 530.3602814674377",-1
1,141,5,1.0,"0.9606112241744995, 0.24038487672805786, -0.13943248987197876, -0.13867947459220886, 0.8494710922241211, 0.5090845227241516, 0.24082006514072418, -0.4696958363056183, 0.8493477702140808","271.41788601875305, -66.82240962982178, 381.01330399513245",-1
1,141,6,1.0,"-0.1820291429758072, 0.1732526421546936, 0.9679097533226013, -0.9420229196548462, -0.3129148781299591, -0.12115003168582916, 0.28188368678092957, -0.9338457584381104, 0.22016753256320953","-59.947606176137924, -201.90007984638214, 926.3080954551697",-1
1,141,7,1.0,"-0.40777239203453064, -0.39232778549194336, -0.824500322341919, 0.8657358288764954, -0.45312583446502686, -0.21255217492580414, -0.2902122139930725, -0.8004722595214844, 0.5244243741035461","-239.29451406002045, -40.328722447156906, 421.47570848464966",-1
1,141,8,1.0,"-0.7901588678359985, -0.6017448306083679, -0.11641400307416916, -0.24324515461921692, 0.4822249412536621, -0.8416001796722412, 0.5625662803649902, -0.6366807222366333, -0.5274057984352112","125.8213222026825, -133.07349383831024, 654.8169851303101",-1
1,164,2,1.0,"0.0288180410861969, -0.9860799908638, 0.16375568509101868, 0.9592806696891785, -0.018768006935715675, -0.28183048963546753, 0.2809807360172272, 0.16520947217941284, 0.9453865885734558","52.96231061220169, -65.53259491920471, 351.06712579727173",-1
1,164,3,1.0,"-0.9572426676750183, -0.2879706621170044, -0.02755691297352314, -0.08330076187849045, 0.36561089754104614, -0.9270327687263489, 0.27703332901000977, -0.8850998282432556, -0.3739664852619171","107.73441195487976, -102.01946645975113, 480.745792388916",-1
1,164,4,1.0,"-0.8058307766914368, 0.30096641182899475, 0.5099567770957947, -0.4866667091846466, -0.8272223472595215, -0.28081774711608887, 0.3373309075832367, -0.4744705557823181, 0.813071608543396","-135.5123519897461, -115.01085758209229, 536.0685586929321",-1
1,164,5,1.0,"0.7430847883224487, 0.6679493188858032, 0.040849801152944565, 0.14468349516391754, -0.10075952857732773, -0.9843344688415527, -0.6533694863319397, 0.7373542785644531, -0.1715141236782074","2.9580367263406515, -82.0714682340622, 588.1437063217163",-1
1,164,7,1.0,"-0.2980847954750061, -0.4442083239555359, -0.8448812365531921, 0.9486809968948364, -0.23577898740768433, -0.2107425332069397, -0.10559168457984924, -0.8643420338630676, 0.4916941821575165","-180.81478774547577, -22.562308236956596, 406.595915555954",-1
1,164,8,1.0,"0.9926701188087463, 0.04418342933058739, -0.11249038577079773, -0.09666220843791962, 0.8489580154418945, -0.5195450186729431, 0.07254430651664734, 0.5266103148460388, 0.8470059037208557","147.8034108877182, -96.14545851945877, 553.0116558074951",-1
1,166,2,1.0,"0.014332837425172329, -0.9760939478874207, 0.21687564253807068, 0.9735085964202881, -0.03587896004319191, -0.22581776976585388, 0.22820067405700684, 0.21436691284179688, 0.9497216939926147","55.243734270334244, -64.66861814260483, 350.23337602615356",-1
1,166,3,1.0,"-0.9559405446052551, -0.2920803129673004, -0.029441703110933304, -0.08891202509403229, 0.38365161418914795, -0.9191879034042358, 0.27977198362350464, -0.8760712146759033, -0.39271754026412964","109.29997265338898, -101.47055238485336, 479.75531220436096",-1
1,166,4,1.0,"-0.7987865805625916, 0.36268484592437744, 0.4799996614456177, -0.5299627780914307, -0.8018226027488708, -0.2760799825191498, 0.284744530916214, -0.4749109148979187, 0.8326945900917053","-132.2084665298462, -112.93832957744598, 524.9708294868469",-1
1,166,5,1.0,"0.6996365785598755, 0.7137464284896851, 0.032784849405288696, 0.1658027172088623, -0.11755026876926422, -0.9791278839111328, -0.6949951648712158, 0.69046950340271, -0.2005835473537445","4.090003203600645, -82.25139230489731, 595.8373546600342",-1
1,166,7,1.0,"-0.3049164414405823, -0.45419299602508545, -0.8370989561080933, 0.9449682235717773, -0.25372132658958435, -0.20654413104057312, -0.11857900023460388, -0.8540107011795044, 0.5065616965293884","-177.63888835906982, -21.707670763134956, 404.29791808128357",-1
1,166,8,1.0,"-0.2233603149652481, 0.9188278913497925, 0.32537034153938293, 0.5765162706375122, -0.14462652802467346, 0.8041841387748718, 0.7859638929367065, 0.36720412969589233, -0.4974152743816376","120.99707126617432, -81.67518675327301, 469.0937399864197",-1
1,167,2,1.0,"0.0119414571672678, -0.9781266450881958, 0.20766746997833252, 0.9611257910728455, -0.04606606066226959, -0.27224138379096985, 0.2758529484272003, 0.2028455138206482, 0.9395526051521301","56.41874670982361, -64.50877338647842, 351.6870141029358",-1
1,167,3,1.0,"-0.9577197432518005, -0.2856241464614868, -0.03452397882938385, -0.08160945028066635, 0.3847722113132477, -0.9193968176841736, 0.27588576078414917, -0.8777070045471191, -0.3918135464191437","110.36677658557892, -101.4731153845787, 480.8763265609741",-1
1,167,4,1.0,"-0.8090489506721497, 0.3607596158981323, 0.46399617195129395, -0.5176119804382324, -0.8113203644752502, -0.2717301845550537, 0.27842026948928833, -0.46001291275024414, 0.8431313037872314","-130.34716248512268, -111.19938641786575, 519.3437933921814",-1
1,167,5,1.0,"0.6844831705093384, 0.7283201217651367, 0.03213394433259964, 0.1990824043750763, -0.14433389902114868, -0.9692956209182739, -0.7013194561004639, 0.6698638200759888, -0.24378986656665802","2.5634567718952894, -80.13364672660828, 600.2309322357178",-1
1,167,7,1.0,"-0.30724501609802246, -0.45606958866119385, -0.8352251648902893, 0.9392823576927185, -0.2862665057182312, -0.18920935690402985, -0.15280434489250183, -0.8426460027694702, 0.5163320899009705","-175.9241670370102, -20.90255916118622, 402.3515582084656",-1
