scene_id,im_id,obj_id,score,R,t,time
1,4,6,1.0,-0.9753586053848267 -0.21872317790985107 0.028909672051668167 -0.15553590655326843 0.588742733001709 -0.7932153344154358 0.15647423267364502 -0.7781659960746765 -0.608254611492157,-251.04451179504395 -131.44467771053314 434.4427287578583,-1
1,4,8,1.0,-0.6345940232276917 -0.7247370481491089 0.2684152126312256 -0.199247807264328 -0.18214622139930725 -0.9628722667694092 0.7467199563980103 -0.6645142436027527 -0.02881339192390442,-89.2723798751831 -118.94470453262329 563.385009765625,-1
1,5,1,1.0,0.9415968656539917 0.31422847509384155 -0.1210622787475586 -0.22038602828979492 0.8468632698059082 0.48399677872657776 0.25460872054100037 -0.42904937267303467 0.8666551113128662,-51.3409748673439 -98.12789410352707 392.73789525032043,-1
1,5,3,1.0,0.7125730514526367 0.6397224068641663 -0.2880886197090149 -0.3029128313064575 0.6508938074111938 0.6961185336112976 0.63283771276474 -0.4087696075439453 0.6575894355773926,-245.46507000923157 -173.52774739265442 613.2344603538513,-1
1,5,6,1.0,-0.6436886787414551 -0.7097960114479065 0.28610262274742126 -0.1754976511001587 -0.2269781231880188 -0.9579570293426514 0.744892954826355 -0.6668363213539124 0.021535754203796387,-89.83130753040314 -125.04656612873077 576.7248272895813,-1
1,5,8,1.0,-0.9748759865760803 -0.22158171236515045 0.022768784314393997 -0.15224352478981018 0.5881996750831604 -0.7942562699317932 0.1626000702381134 -0.7777677178382874 -0.6071560978889465,-248.25230240821838 -130.17858564853668 428.33974957466125,-1
1,6,1,1.0,0.940902590751648 0.31751683354377747 -0.11783621460199356 -0.22578683495521545 0.8474124073982239 0.4805334508419037 0.25243332982063293 -0.4255293607711792 0.8690236806869507,-51.25710368156433 -98.10081869363785 392.46344566345215,-1
1,6,3,1.0,0.711176335811615 0.6391856074333191 -0.29269468784332275 -0.2991183400154114 0.6518950462341309 0.6968221664428711 0.6362048983573914 -0.4080129861831665 0.6548042893409729,-245.0905442237854 -173.64859580993652 612.2145652770996,-1
1,6,6,1.0,-0.6365992426872253 -0.7225902080535889 0.2694530487060547 -0.23529602587223053 -0.1507483422756195 -0.9601617455482483 0.734423041343689 -0.6746395826339722 -0.07405632734298706,-87.03877776861191 -116.8472021818161 555.2660226821899,-1
1,6,8,1.0,-0.9794288277626038 -0.19949863851070404 -0.030323760583996773 -0.07425889372825623 0.49606606364250183 -0.865103542804718 0.1876295655965805 -0.8450555205345154 -0.5006758570671082,-264.18688893318176 -135.77613234519958 459.16610956192017,-1
1,7,1,1.0,0.9399462342262268 0.32032689452171326 -0.11786390841007233 -0.22770839929580688 0.845736026763916 0.4825761020183563 0.25426384806632996 -0.42675697803497314 0.8678874373435974,-51.14555358886719 -97.69102931022644 392.56057143211365,-1
1,7,3,1.0,0.7108279466629028 0.6429430246353149 -0.28521570563316345 -0.29965513944625854 0.6436796188354492 0.7041898965835571 0.6363414525985718 -0.41509151458740234 0.6502066254615784,-245.8382099866867 -173.2344925403595 613.940179347992,-1
1,7,6,1.0,-0.6658787727355957 -0.6937199234962463 0.27451446652412415 -0.1927359253168106 -0.1955081671476364 -0.9615765810012817 0.7207345962524414 -0.6932021975517273 -0.0035200193524360657,-90.18030017614365 -122.64925241470337 572.6284980773926,-1
1,7,8,1.0,-0.9732081294059753 -0.2288120687007904 -0.022604579105973244 -0.09458286315202713 0.48801088333129883 -0.8676978349685669 0.209570974111557 -0.8423125743865967 -0.49657782912254333,-261.28268241882324 -133.99666547775269 455.6516706943512,-1
1,8,1,1.0,0.9397746324539185 0.3194730579853058 -0.12149401009082794 -0.2250036597251892 0.845824122428894 0.48368898034095764 0.2572881579399109 -0.42722201347351074 0.8667665719985962,-51.03312432765961 -97.3757803440094 392.6587402820587,-1
1,8,3,1.0,0.7124194502830505 0.6388415098190308 -0.2904135584831238 -0.2969784140586853 0.6494179368019104 0.7000428438186646 0.635816216468811 -0.4124775528907776 0.652380108833313,-245.57018280029297 -172.6209670305252 613.2948398590088,-1
1,8,6,1.0,-0.9757905006408691 -0.21489593386650085 0.04065109044313431 -0.16466858983039856 0.5995646119117737 -0.7832026481628418 0.14393411576747894 -0.7709357738494873 -0.6204361915588379,-246.8521147966385 -129.1048526763916 426.0045886039734,-1
1,8,8,1.0,-0.6319648623466492 -0.7293667197227478 0.2620013654232025 -0.19150963425636292 -0.1806129515171051 -0.9647296071052551 0.7509623765945435 -0.6598509550094604 -0.025539711117744446,-87.95638382434845 -119.92829293012619 567.9308176040649,-1
1,9,1,1.0,0.9394827485084534 0.3202597200870514 -0.12167993187904358 -0.22555580735206604 0.845535933971405 0.48393574357032776 0.2578698396682739 -0.42720362544059753 0.8666027188301086,-50.75972527265549 -97.22811728715897 392.284631729126,-1
1,9,3,1.0,0.7113702297210693 0.6381748914718628 -0.2944237291812897 -0.2957717478275299 0.6518528461456299 0.6982887387275696 0.6375511884689331 -0.4096597135066986 0.6524627208709717,-245.0750172138214 -172.55429923534393 612.1967434883118,-1
1,9,6,1.0,-0.6731324791908264 -0.6907628178596497 0.26408252120018005 -0.21165156364440918 -0.16221269965171814 -0.9637898802757263 0.708587646484375 -0.7046517133712769 -0.03701037913560867,-91.54821932315826 -123.93616139888763 579.6449184417725,-1
1,9,8,1.0,-0.9688153266906738 -0.24604752659797668 0.02928108721971512 -0.1743544340133667 0.5929697751998901 -0.7861217260360718 0.1760605126619339 -0.7667121291160583 -0.6173778176307678,-244.62662637233734 -129.04880940914154 422.3288595676422,-1
1,10,1,1.0,0.9385923743247986 0.321506142616272 -0.12521280348300934 -0.22554467618465424 0.8463590145111084 0.48249971866607666 0.261101633310318 -0.42462947964668274 0.8669000864028931,-50.32547563314438 -97.55421429872513 392.01775193214417,-1
1,10,3,1.0,0.7134464383125305 0.6368138194084167 -0.2923399806022644 -0.2985931932926178 0.6537277698516846 0.6953290700912476 0.6339057683944702 -0.40878933668136597 0.6565478444099426,-245.3790158033371 -173.42564463615417 613.2336258888245,-1
1,10,6,1.0,-0.6423250436782837 -0.7164040803909302 0.27236703038215637 -0.21473227441310883 -0.1729232370853424 -0.9612427949905396 0.7357367873191833 -0.6759163737297058 -0.0427621454000473,-89.64655548334122 -124.5177909731865 577.534019947052,-1
1,10,8,1.0,0.5765297412872314 -0.7399222254753113 -0.34659552574157715 -0.17445717751979828 0.3029347360134125 -0.9369074106216431 0.7982344031333923 0.6006209850311279 0.04556617513298988,-251.15126371383667 -138.77815008163452 454.82510328292847,-1
1,11,1,1.0,0.9384071826934814 0.3213430941104889 -0.1270057111978531 -0.22512133419513702 0.8474408388137817 0.4807955026626587 0.26213011145591736 -0.4225902855396271 0.8675859570503235,-49.796443432569504 -98.23126345872879 391.57843589782715,-1
1,11,3,1.0,0.7276667952537537 0.6215702295303345 -0.29008880257606506 -0.28049516677856445 0.6555784344673157 0.7010987997055054 0.6259581446647644 -0.4287978708744049 0.6513900756835938,-244.85249817371368 -174.63652789592743 612.8091216087341,-1
1,11,6,1.0,-0.6907854676246643 -0.6759912371635437 0.2566152811050415 -0.2234371155500412 -0.13796378672122955 -0.9649051427841187 0.6876710057258606 -0.723879873752594 -0.05573815107345581,-92.45482087135315 -128.73512506484985 584.6382975578308,-1
1,11,8,1.0,-0.9737340211868286 -0.2241266816854477 0.040117405354976654 -0.17252282798290253 0.6112866401672363 -0.7723760008811951 0.14858680963516235 -0.7590098977088928 -0.6338974833488464,-244.62687969207764 -130.68623840808868 422.0271110534668,-1
1,12,1,1.0,0.9379258751869202 0.32267263531684875 -0.12719090282917023 -0.2252824306488037 0.8456007838249207 0.48394978046417236 0.263710081577301 -0.4252551794052124 0.8658031821250916,-49.168411642313 -98.09974581003189 391.7767405509949,-1
1,12,3,1.0,0.7398968935012817 0.6041110754013062 -0.29597753286361694 -0.2820092439651489 0.6779820919036865 0.6788307428359985 0.6107564568519592 -0.4187963008880615 0.6720016598701477,-243.33596229553223 -174.04699325561523 611.2924218177795,-1
1,12,6,1.0,-0.6957260966300964 -0.6829600930213928 0.22255468368530273 -0.24143178761005402 -0.0694718137383461 -0.967927873134613 0.6765174865722656 -0.7271445393562317 -0.11655493825674057,-91.19696915149689 -129.543736577034 581.3479423522949,-1
1,12,8,1.0,-0.9751941561698914 -0.21717219054698944 -0.042811159044504166 -0.06608156114816666 0.4702223241329193 -0.880070686340332 0.21125762164592743 -0.8554108142852783 -0.47290900349617004,-264.26178216934204 -136.1977905035019 462.1325135231018,-1
1,34,1,1.0,-0.45237675309181213 -0.8477375507354736 0.27694088220596313 -0.26533469557762146 -0.16853347420692444 -0.9493123888969421 0.851441502571106 -0.5029289722442627 -0.14869356155395508,-39.09899666905403 -99.84464198350906 537.2835993766785,-1
1,34,3,1.0,0.9403882026672363 0.3171616494655609 -0.12279518693685532 -0.2236824482679367 0.8487412929534912 0.47917062044143677 0.25619587302207947 -0.4231392443180084 0.8690897226333618,-8.119997568428516 -84.69804376363754 383.89772176742554,-1
1,34,6,1.0,0.728224515914917 0.6143432855606079 -0.3037621080875397 -0.2624320685863495 0.6594135761260986 0.7044879794120789 0.6331022381782532 -0.433308482170105 0.6414245367050171,-197.90947437286377 -159.53922271728516 603.7448048591614,-1
1,34,8,1.0,-0.986799418926239 -0.1604955792427063 -0.021630771458148956 -0.05902235954999924 0.4808026850223541 -0.8748400211334229 0.15080809593200684 -0.8620151281356812 -0.48392874002456665,-222.26835787296295 -124.21056628227234 458.8657319545746,-1
1,37,1,1.0,-0.4524829387664795 -0.8462103009223938 0.28140294551849365 -0.268430233001709 -0.17167775332927704 -0.9478777647018433 0.8504142761230469 -0.5044354796409607 -0.1494671106338501,-35.96929833292961 -107.02256858348846 550.7633686065674,-1
1,37,3,1.0,0.9399512410163879 0.31651875376701355 -0.12770149111747742 -0.22075800597667694 0.8491525053977966 0.47979792952537537 0.2603030502796173 -0.42279550433158875 0.8680359125137329,-4.018579609692097 -86.53093129396439 383.2888901233673,-1
1,37,6,1.0,-0.9821284413337708 -0.18051359057426453 -0.053278159350156784 -0.029378902167081833 0.4266400933265686 -0.903944194316864 0.18590481579303741 -0.8862240314483643 -0.42431870102882385,-224.17482733726501 -128.15497815608978 468.73584389686584,-1
1,37,8,1.0,0.9748935103416443 -0.22074094414710999 0.029259059578180313 -0.11146226525306702 -0.3700163960456848 0.922314465045929 -0.1927662491798401 -0.9024197459220886 -0.3853309154510498,-181.7769855260849 -144.14967596530914 618.3481812477112,-1
1,38,1,1.0,0.9412891268730164 0.3132232129573822 -0.12596040964126587 -0.21948251128196716 0.8512593507766724 0.4766392409801483 0.2565194368362427 -0.42100927233695984 0.8700281977653503,-2.3910279851406813 -86.78294718265533 382.7943801879883,-1
1,38,3,1.0,-0.469395250082016 -0.8319708704948425 0.2957918345928192 -0.21656912565231323 -0.2162814438343048 -0.9520084857940674 0.856017529964447 -0.510927677154541 -0.07865768671035767,-33.566802740097046 -102.62622684240341 535.1123213768005,-1
1,38,6,1.0,0.7533348798751831 -0.546720564365387 -0.3654903769493103 -0.20660503208637238 0.330871045589447 -0.9207814931869507 0.6243403553962708 0.7691689729690552 0.1363014578819275,-199.68929886817932 -129.40289080142975 436.38017773628235,-1
1,38,8,1.0,0.9770591259002686 -0.2100226879119873 0.03529740124940872 -0.10797090828418732 -0.34563887119293213 0.9321351647377014 -0.18356938660144806 -0.9145621657371521 -0.3603859543800354,-180.93742430210114 -146.03759348392487 621.8580007553101,-1
1,40,1,1.0,0.941460132598877 0.3123401999473572 -0.12687142193317413 -0.21882525086402893 0.8524510860443115 0.47480782866477966 0.2564533054828644 -0.4192500412464142 0.8708966970443726,0.803992326837033 -88.00629526376724 381.59462809562683,-1
1,40,3,1.0,-0.4487297236919403 -0.8406857252120972 0.30313247442245483 -0.2792094647884369 -0.19033488631248474 -0.9411773681640625 0.8489309549331665 -0.5069717764854431 -0.14931847155094147,-32.362185418605804 -105.2631139755249 538.4912490844727,-1
1,40,6,1.0,0.7242228984832764 0.6165144443511963 -0.3088870942592621 -0.2685457170009613 0.6647430658340454 0.6971370577812195 0.6351255178451538 -0.4219323694705963 0.6469843983650208,-189.81921672821045 -165.73749482631683 601.789653301239,-1
1,40,8,1.0,-0.9827820658683777 -0.18191739916801453 -0.032336506992578506 -0.054656315594911575 0.4534072279930115 -0.889626145362854 0.17650005221366882 -0.8725411295890808 -0.4555433392524719,-219.86207365989685 -131.21891021728516 464.99818563461304,-1
1,42,1,1.0,0.9415836930274963 0.3118530809879303 -0.12715233862400055 -0.21703128516674042 0.8505784273147583 0.4789715111255646 0.25752174854278564 -0.42339572310447693 0.8685726523399353,4.403697792440653 -87.2754454612732 380.7571530342102,-1
1,42,3,1.0,-0.48379555344581604 -0.8140627145767212 0.32131579518318176 -0.21567945182323456 -0.24491843581199646 -0.9452498555183411 0.8481888175010681 -0.5266088843345642 -0.05708613991737366,-27.903946116566658 -104.67535257339478 538.897693157196,-1
1,42,6,1.0,0.7257819175720215 0.6150127649307251 -0.3082207143306732 -0.2721496522426605 0.6681863069534302 0.6924316883087158 0.6318032145500183 -0.41867220401763916 0.6523329615592957,-185.8789622783661 -165.6409054994583 602.8239130973816,-1
1,42,8,1.0,-0.982879638671875 -0.17929287254810333 -0.0424453504383564 -0.04377276822924614 0.4510008990764618 -0.8914494514465332 0.17897342145442963 -0.8743296265602112 -0.4511277973651886,-216.48328006267548 -131.09475374221802 466.23608469963074,-1
1,52,1,1.0,-0.9854234457015991 -0.15715527534484863 -0.06513862311840057 -0.01586303487420082 0.46611422300338745 -0.8845824003219604 0.16937881708145142 -0.8706549406051636 -0.4618127644062042,-191.92971289157867 -128.94998490810394 473.00583124160767,-1
1,52,3,1.0,-0.7209024429321289 0.6930226683616638 -0.004405811429023743 0.2515481412410736 0.2557334303855896 -0.9334474205970764 -0.6457734704017639 -0.6740326285362244 -0.3586873710155487,-322.16528058052063 -122.62000143527985 620.3509569168091,-1
1,52,4,1.0,-0.39134904742240906 -0.863523542881012 0.3180769979953766 -0.2425643354654312 -0.23662447929382324 -0.9408355355262756 0.8876983523368835 -0.4453492760658264 -0.11685726046562195,-0.40326753514818847 -99.56090152263641 536.4217162132263,-1
1,52,6,1.0,0.9488181471824646 0.29583922028541565 -0.11055920273065567 -0.20875191688537598 0.8501567840576172 0.4833800196647644 0.2369953691959381 -0.4355602264404297 0.868401050567627,30.836056917905807 -83.24289321899414 378.46097350120544,-1
1,52,8,1.0,0.9422929883003235 -0.3311196565628052 -0.05101993680000305 -0.09508202970027924 -0.41035544872283936 0.9067270159721375 -0.3211786150932312 -0.8498920798301697 -0.41786232590675354,-138.471320271492 -138.86550068855286 606.7968606948853,-1
1,81,1,1.0,0.05989639461040497 -0.9972059726715088 0.04464171454310417 0.9586506485939026 0.045000918209552765 -0.28100499510765076 0.27821090817451477 0.0596269927918911 0.9586674571037292,-152.03537046909332 -88.14254403114319 341.76090359687805,-1
1,81,2,1.0,-0.1613304167985916 -0.9230043292045593 0.3493359684944153 -0.28121793270111084 -0.2963031530380249 -0.9127545952796936 0.9459857940673828 -0.24549466371536255 -0.21176265180110931,80.00947535037994 -102.22910344600677 532.921314239502,-1
1,81,3,1.0,0.7579995393753052 0.5840393900871277 -0.2904044985771179 -0.26418620347976685 0.6819828152656555 0.6819860339164734 0.5963576436042786 -0.44022423028945923 0.6712377071380615,-74.1191953420639 -164.34207558631897 600.5023121833801,-1
1,81,4,1.0,-0.9350624084472656 0.34937116503715515 0.05998542904853821 0.12118516117334366 0.47407805919647217 -0.8721033334732056 -0.3331255614757538 -0.8082016110420227 -0.4856310486793518,-232.42616653442383 -131.21281564235687 615.0748133659363,-1
1,81,6,1.0,0.769810676574707 -0.4644719958305359 -0.43778687715530396 -0.0020178109407424927 -0.6876612305641174 0.726029098033905 -0.6382691860198975 -0.5580215454101562 -0.5303060412406921,120.6914484500885 -67.29748845100403 393.40659976005554,-1
1,81,8,1.0,-0.9648338556289673 -0.2510136365890503 -0.07802469283342361 -0.039369285106658936 0.43147388100624084 -0.9012659788131714 0.2598956525325775 -0.866500198841095 -0.4261828064918518,-113.5961264371872 -132.61635601520538 471.2505042552948,-1
1,114,1,1.0,0.7047523260116577 -0.6680280566215515 0.2388782799243927 -0.18828840553760529 -0.5007519721984863 -0.8448638916015625 0.6840115189552307 0.5504416823387146 -0.47868794202804565,213.9737755060196 -94.00533139705658 576.1914849281311,-1
1,114,2,1.0,-0.7917897701263428 0.41979941725730896 0.44366350769996643 -0.5709806680679321 -0.7666810750961304 -0.29356589913368225 0.21690960228443146 -0.48576581478118896 0.8467477560043335,-260.186105966568 -133.8144689798355 529.7672152519226,-1
1,114,3,1.0,0.9661380648612976 0.2542615234851837 -0.04391340911388397 -0.1942778378725052 0.8288315534591675 0.524685263633728 0.16980402171611786 -0.498386949300766 0.850162923336029,194.68116760253906 -69.37744468450546 381.42240047454834,-1
1,114,4,1.0,0.06150614842772484 -0.9815500378608704 0.18104374408721924 0.9783040285110474 0.023333117365837097 -0.20585684478282928 0.19783443212509155 0.18977726995944977 0.9616892337799072,-70.06511092185974 -80.60476928949356 355.1594913005829,-1
1,114,5,1.0,-0.9599812626838684 -0.27592748403549194 -0.04795953258872032 -0.06803634762763977 0.39587920904159546 -0.9157787561416626 0.2716747224330902 -0.875867486000061 -0.39880967140197754,-20.63719369471073 -117.95280873775482 475.6203293800354,-1
1,114,6,1.0,0.6945287585258484 -0.6388692855834961 -0.3308712840080261 0.0395345613360405 -0.4253012537956238 0.9041879177093506 -0.718377947807312 -0.6410653591156006 -0.2701265215873718,47.81820625066757 -125.37571787834167 618.899941444397,-1
1,114,8,1.0,0.19252999126911163 -0.18284368515014648 -0.964106023311615 0.22080065310001373 -0.9492206573486328 0.22411410510540009 -0.9561271667480469 -0.25602394342422485 -0.1423814445734024,-146.53655886650085 -154.01309728622437 754.5589804649353,-1
1,141,1,1.0,0.6924305558204651 -0.6686273217201233 0.27106764912605286 -0.15509527921676636 -0.5048692226409912 -0.8491482138633728 0.7046172618865967 0.5459347367286682 -0.45328769087791443,287.83705830574036 -90.30648320913315 567.2134757041931,-1
1,141,2,1.0,-0.8031783103942871 0.36596500873565674 0.4700790047645569 -0.5345072746276855 -0.7911277413368225 -0.2973534166812897 0.26307159662246704 -0.4900885224342346 0.8310275673866272,-187.0325654745102 -136.15216314792633 528.849184513092,-1
1,141,3,1.0,0.03937399014830589 -0.9822825193405151 0.18322379887104034 0.9719012975692749 -0.004939225502312183 -0.2353370636701584 0.23207242786884308 0.1873416006565094 0.9544870853424072,-0.08173477544914931 -81.73932880163193 352.6202440261841,-1
1,141,4,1.0,0.9785332083702087 0.20160384476184845 -0.04276202991604805 -0.1550997495651245 0.8570359945297241 0.49135857820510864 0.13570836186408997 -0.474178284406662 0.8699069619178772,265.1386260986328 -66.6697770357132 364.42112922668457,-1
1,141,5,1.0,-0.9506027698516846 -0.307077556848526 -0.04536310210824013 -0.08407016843557358 0.39537060260772705 -0.9146662950515747 0.2988087236881256 -0.8656705617904663 -0.4016564190387726,54.02301624417305 -120.22265046834946 481.16546869277954,-1
1,141,6,1.0,-0.31345659494400024 -0.4356580972671509 -0.8437695503234863 0.9356423020362854 -0.2934930920600891 -0.1960495412349701 -0.16222989559173584 -0.8509195446968079 0.4996175467967987,-236.25536262989044 -40.883619338274 417.29652881622314,-1
1,141,7,1.0,0.10698963701725006 0.7953823208808899 -0.5965905785560608 0.9647877216339111 0.06196100264787674 0.2556275427341461 0.2402869462966919 -0.6029327511787415 -0.7607458829879761,115.43414741754532 -126.06410682201385 680.4737448692322,-1
1,141,8,1.0,-0.2048119604587555 0.9403625726699829 0.271607369184494 0.2606295347213745 0.3198660910129547 -0.9109105467796326 -0.9434640407562256 -0.11577644944190979 -0.31059858202934265,-65.00332057476044 -104.08075153827667 544.520914554596,-1
1,164,2,1.0,0.03454878181219101 -0.9837775826454163 0.17603401839733124 0.9778660535812378 -0.0030939755961298943 -0.20920875668525696 0.20635956525802612 0.1793656200170517 0.9618958234786987,53.19173261523247 -66.27217680215836 351.4980971813202,-1
1,164,3,1.0,-0.9643486142158508 -0.2632439136505127 -0.027100807055830956 -0.0740068107843399 0.36659005284309387 -0.9274346232414246 0.25407636165618896 -0.8923646807670593 -0.37300240993499756,106.97181522846222 -101.32736712694168 479.71218824386597,-1
1,164,4,1.0,-0.796716034412384 0.33513158559799194 0.5029218792915344 -0.519997775554657 -0.8041949272155762 -0.28787660598754883 0.30797064304351807 -0.49087414145469666 0.8149825930595398,-135.84958016872406 -115.20072817802429 533.55473279953,-1
1,164,5,1.0,-0.3428945243358612 -0.4199410080909729 -0.8402813673019409 0.9131575226783752 -0.3588644862174988 -0.19328618049621582 -0.2203783541917801 -0.8335861563682556 0.5065250396728516,-184.3208223581314 -22.4461629986763 416.614830493927,-1
1,164,7,1.0,-0.982582151889801 -0.1785719096660614 -0.051424410194158554 -0.026070304214954376 0.40645816922187805 -0.9132974743843079 0.18399111926555634 -0.8960490822792053 -0.404033899307251,1.2800368713214993 -94.59909051656723 627.7353763580322,-1
1,164,8,1.0,-0.009619433432817459 -0.35720983147621155 -0.9339746832847595 0.9592351317405701 0.2605249285697937 -0.10952050983905792 0.28244549036026 -0.8969548344612122 0.3401421308517456,168.28027367591858 -102.15438157320023 633.1145167350769,-1
1,166,2,1.0,0.022607531398534775 -0.9767712950706482 0.2130884826183319 0.978745698928833 -0.02183135412633419 -0.2039118856191635 0.20382727682590485 0.2131693959236145 0.9555172920227051,55.88673800230026 -65.73280692100525 354.13989424705505,-1
1,166,3,1.0,-0.9615474939346313 -0.27290821075439453 -0.030782854184508324 -0.07543446123600006 0.37021592259407043 -0.9258777499198914 0.26407596468925476 -0.8879533410072327 -0.37656688690185547,109.42479968070984 -101.29570960998535 481.7512333393097,-1
1,166,4,1.0,-0.7866819500923157 0.36725056171417236 0.49624454975128174 -0.5456786751747131 -0.7895793318748474 -0.28071242570877075 0.2887326180934906 -0.4916214346885681 0.8215484619140625,-134.01278853416443 -114.55918103456497 531.1737656593323,-1
1,166,5,1.0,-0.7093940377235413 0.7047011256217957 -0.012508800253272057 0.2532453238964081 0.238289013504982 -0.9375954866409302 -0.6577438116073608 -0.6682923436164856 -0.34750303626060486,-10.345647111535072 -90.60098975896835 637.4514698982239,-1
1,166,7,1.0,-0.3442288637161255 -0.4190737009048462 -0.8401687741279602 0.913894772529602 -0.3546479046344757 -0.19753804802894592 -0.2151811420917511 -0.835824191570282 0.5050692558288574,-181.44331872463226 -21.379297599196434 416.26936197280884,-1
1,166,8,1.0,-0.5550631880760193 0.8209707736968994 0.13383571803569794 0.2698479890823364 0.3299180269241333 -0.9046194553375244 -0.7868208289146423 -0.4660055339336395 -0.4046626389026642,152.6622623205185 -92.45985001325607 583.1538438796997,-1
1,167,2,1.0,0.06663480401039124 -0.9857665300369263 0.1543511003255844 0.9871450662612915 0.04260804131627083 -0.154042586684227 0.14527343213558197 0.1626315414905548 0.9759336709976196,56.10748380422592 -64.84134495258331 350.51101446151733,-1
1,167,3,1.0,-0.9669812321662903 -0.25268006324768066 -0.03316715359687805 -0.06842078268527985 0.38277143239974976 -0.9213058948516846 0.24549107253551483 -0.8886163234710693 -0.3874213993549347,109.59818959236145 -100.87272524833679 480.67623376846313,-1
1,167,4,1.0,-0.7792873382568359 0.38182300329208374 0.49691301584243774 -0.5625849366188049 -0.7755701541900635 -0.28633731603622437 0.2760607600212097 -0.5026947855949402 0.8191998600959778,-134.18088853359222 -115.29485136270523 534.1130495071411,-1
1,167,5,1.0,-0.6893042325973511 0.7242604494094849 -0.017507027834653854 0.2732945680618286 0.2375722974538803 -0.9321317076683044 -0.6709469556808472 -0.6473069190979004 -0.3616960048675537,-9.89383552223444 -90.15098959207535 636.1149549484253,-1
1,167,7,1.0,-0.3497295379638672 -0.4219475984573364 -0.8364505767822266 0.9073097109794617 -0.3749873638153076 -0.19019415974617004 -0.23340639472007751 -0.8254361152648926 0.513981282711029,-179.4893443584442 -21.729882806539536 411.6470217704773,-1
1,167,8,1.0,0.9743837118148804 -0.20951589941978455 0.08172764629125595 0.03262002766132355 -0.22789637744426727 -0.9731387495994568 0.22251349687576294 0.9508765935897827 -0.21522411704063416,160.47066450119019 -103.77390682697296 625.7498860359192,-1
1,168,2,1.0,-0.0036208853125572205 -0.992196798324585 0.12462892383337021 0.9784473776817322 -0.029246991500258446 -0.2044142335653305 0.20646418631076813 0.12120269238948822 0.9709183573722839,57.578835636377335 -64.47653472423553 352.10907459259033,-1
1,168,3,1.0,-0.9681482911109924 -0.24783936142921448 -0.035562023520469666 -0.06608260422945023 0.3899316191673279 -0.9184696078300476 0.24149970710277557 -0.8868648409843445 -0.393889456987381,110.43333262205124 -100.43555498123169 480.4645776748657,-1
1,168,4,1.0,-0.7998476028442383 0.3438968360424042 0.49191370606422424 -0.5251291990280151 -0.7978605031967163 -0.2960713803768158 0.29066047072410583 -0.49513015151023865 0.8187568187713623,-131.61338865756989 -112.70353198051453 528.9810299873352,-1
1,168,5,1.0,-0.6534611582756042 0.7568951845169067 -0.00991363637149334 0.25129255652427673 0.20456087589263916 -0.9460480213165283 -0.7140312790870667 -0.6206968426704407 -0.32387471199035645,-9.032313711941242 -89.27086740732193 637.1389627456665,-1
